Shift,Serial,OpenMP,SIMD
17757,-39307.219,-39307.219,-39307.371
17758,-24423.092,-24423.092,-24423.074
17759,-34834.023,-34834.023,-34834.016
17760,-39990.738,-39990.738,-39990.742
17761,-28753.941,-28753.941,-28753.793
17762,-44149.730,-44149.730,-44149.969
17763,-33602.086,-33602.086,-33602.094
17764,-36287.004,-36287.004,-36286.930
17765,-30397.586,-30397.586,-30397.670
17766,-35584.184,-35584.184,-35584.156
17767,-43756.164,-43756.164,-43756.195
17768,-38162.152,-38162.152,-38162.000
17769,-34539.234,-34539.234,-34539.316
17770,-40147.820,-40147.820,-40147.895
17771,-33140.414,-33140.414,-33140.516
17772,-47181.961,-47181.961,-47181.891
17773,-39929.723,-39929.723,-39929.715
17774,-35095.406,-35095.406,-35095.445
17775,-36542.465,-36542.465,-36542.504
17776,-35982.379,-35982.379,-35982.402
17777,-43379.859,-43379.859,-43379.527
17778,-36820.875,-36820.875,-36820.984
17779,-30340.254,-30340.254,-30340.379
17780,-35814.371,-35814.371,-35814.512
17781,-39242.348,-39242.348,-39242.348
17782,-44844.492,-44844.492,-44844.254
17783,-37810.457,-37810.457,-37810.434
17784,-42844.840,-42844.840,-42844.781
17785,-41834.652,-41834.652,-41834.574
17786,-47343.207,-47343.207,-47343.141
17787,-39256.949,-39256.949,-39257.098
17788,-40207.320,-40207.320,-40207.398
17789,-50128.820,-50128.820,-50128.664
17790,-40615.426,-40615.426,-40615.453
17791,-52225.008,-52225.008,-52224.910
17792,-34808.258,-34808.258,-34808.016
17793,-33040.113,-33040.113,-33040.188
17794,-44658.410,-44658.410,-44658.562
17795,-45211.328,-45211.328,-45211.465
17796,-44010.527,-44010.527,-44010.426
17797,-41495.176,-41495.176,-41495.289
17798,-40288.680,-40288.680,-40288.734
17799,-32563.959,-32563.959,-32563.988
17800,-40207.164,-40207.164,-40207.129
17801,-33871.602,-33871.602,-33871.543
17802,-37123.738,-37123.738,-37123.676
17803,-36530.684,-36530.684,-36530.688
17804,-33378.316,-33378.316,-33378.348
17805,-33801.031,-33801.031,-33801.070
17806,-37509.660,-37509.660,-37509.738
17807,-22890.012,-22890.012,-22890.082
17808,-30415.967,-30415.967,-30416.020
17809,-36381.906,-36381.906,-36381.906
17810,-25115.105,-25115.105,-25115.025
17811,-29431.682,-29431.682,-29431.719
17812,-28457.307,-28457.307,-28457.336
17813,-21089.889,-21089.889,-21089.926
17814,-24714.928,-24714.928,-24714.836
17815,-27564.859,-27564.859,-27564.891
17816,-31170.482,-31170.482,-31170.490
17817,-14372.655,-14372.655,-14372.716
17818,-30558.486,-30558.486,-30558.250
17819,-15756.737,-15756.737,-15756.904
17820,-19186.566,-19186.566,-19186.602
17821, -8891.824, -8891.824, -8891.654
17822,-13726.407,-13726.407,-13726.278
17823, -5882.632, -5882.632, -5882.630
17824,-20562.594,-20562.594,-20562.637
17825, -6735.548, -6735.548, -6735.526
17826, -4018.494, -4018.494, -4018.524
17827, -6265.843, -6265.843, -6265.932
17828, -5157.417, -5157.417, -5157.438
17829, -7741.063, -7741.063, -7740.967
17830,-10537.702,-10537.702,-10537.573
17831, -9985.203, -9985.203, -9985.261
17832,-10078.738,-10078.738,-10078.683
17833,  6715.211,  6715.211,  6715.235
17834, -7609.316, -7609.316, -7609.425
17835,   165.162,   165.162,   165.176
17836,-10536.540,-10536.540,-10536.525
17837, -1103.984, -1103.984, -1104.027
17838, -3337.154, -3337.154, -3337.123
17839, -1542.867, -1542.867, -1542.890
17840,  1283.296,  1283.296,  1283.373
17841,  -142.347,  -142.347,  -142.342
17842, -2585.495, -2585.495, -2585.445
17843, 18077.621, 18077.621, 18077.633
17844, 16533.057, 16533.057, 16532.949
17845, 15981.373, 15981.373, 15981.436
17846, 21532.137, 21532.137, 21532.125
17847,   508.490,   508.490,   508.491
17848,  2727.096,  2727.096,  2726.993
17849, 12235.280, 12235.280, 12235.243
17850,  8323.230,  8323.230,  8323.258
17851, 18114.635, 18114.635, 18114.688
17852, 16758.359, 16758.359, 16758.457
17853, 16775.082, 16775.082, 16775.031
17854, 37542.895, 37542.895, 37542.844
17855, 24709.566, 24709.566, 24709.588
17856, 15227.257, 15227.257, 15227.237
17857, 24203.527, 24203.527, 24203.467
17858, 21194.393, 21194.393, 21194.369
17859, 27568.727, 27568.727, 27568.805
17860, 29418.633, 29418.633, 29418.584
17861, 19750.053, 19750.053, 19750.074
17862, 20241.592, 20241.592, 20241.576
17863, 38704.836, 38704.836, 38704.906
17864, 29845.850, 29845.850, 29845.789
17865, 32653.023, 32653.023, 32653.020
17866, 25361.104, 25361.104, 25361.105
17867, 21045.223, 21045.223, 21045.234
17868, 39754.285, 39754.285, 39754.320
17869, 26447.844, 26447.844, 26447.863
17870, 30820.021, 30820.021, 30820.070
17871, 33464.469, 33464.469, 33464.441
17872, 30965.926, 30965.926, 30965.943
17873, 36077.875, 36077.875, 36077.863
17874, 35010.652, 35010.652, 35010.680
17875, 32318.258, 32318.258, 32318.180
17876, 37623.281, 37623.281, 37623.293
17877, 37892.992, 37892.992, 37892.930
17878, 44284.609, 44284.609, 44284.570
17879, 35209.785, 35209.785, 35209.812
17880, 38438.688, 38438.688, 38438.742
17881, 39329.535, 39329.535, 39329.438
17882, 38569.980, 38569.980, 38570.125
17883, 44681.336, 44681.336, 44681.449
17884, 49288.395, 49288.395, 49288.543
17885, 38008.055, 38008.055, 38007.926
17886, 40861.441, 40861.441, 40861.457
17887, 33847.535, 33847.535, 33847.445
17888, 38877.562, 38877.562, 38877.531
17889, 39090.266, 39090.266, 39090.211
17890, 40345.227, 40345.227, 40345.324
17891, 42003.082, 42003.082, 42002.977
17892, 33698.051, 33698.051, 33697.805
17893, 50550.090, 50550.090, 50550.234
17894, 32387.512, 32387.512, 32387.529
17895, 45475.406, 45475.406, 45475.312
17896, 42921.910, 42921.910, 42921.906
17897, 43113.309, 43113.309, 43113.211
17898, 36795.898, 36795.898, 36795.789
17899, 40832.902, 40832.902, 40832.977
17900, 31089.043, 31089.043, 31089.109
17901, 42274.500, 42274.500, 42274.434
17902, 42885.312, 42885.312, 42885.250
17903, 39179.047, 39179.047, 39179.023
17904, 33812.539, 33812.539, 33812.535
17905, 23939.709, 23939.709, 23939.812
17906, 36060.406, 36060.406, 36060.410
17907, 39731.020, 39731.020, 39730.777
17908, 43711.957, 43711.957, 43712.078
17909, 30377.605, 30377.605, 30377.729
17910, 32446.219, 32446.219, 32446.227
17911, 43840.398, 43840.398, 43840.273
17912, 43911.625, 43911.625, 43911.684
17913, 41255.918, 41255.918, 41255.965
17914, 29263.303, 29263.303, 29263.336
17915, 32224.186, 32224.186, 32224.234
17916, 28026.969, 28026.969, 28026.777
17917, 28525.309, 28525.309, 28525.361
17918, 20288.154, 20288.154, 20288.266
17919, 29949.699, 29949.699, 29949.691
17920, 36229.488, 36229.488, 36229.617
17921, 27820.703, 27820.703, 27820.791
17922, 29197.588, 29197.588, 29197.639
17923, 23313.549, 23313.549, 23313.402
17924, 23438.680, 23438.680, 23438.662
17925, 24887.762, 24887.762, 24887.803
17926, 16429.244, 16429.244, 16429.172
17927, 26339.803, 26339.803, 26339.789
17928, 22131.867, 22131.867, 22131.686
17929, 19586.926, 19586.926, 19586.781
17930, 12536.424, 12536.424, 12536.434
17931, 20370.418, 20370.418, 20370.334
17932, 16880.953, 16880.953, 16880.699
17933, 17119.762, 17119.762, 17119.758
17934, 16785.225, 16785.225, 16785.246
17935, 12170.599, 12170.599, 12170.648
17936, 11800.840, 11800.840, 11800.877
17937, 14784.096, 14784.096, 14784.079
17938,  9889.485,  9889.485,  9889.521
17939, -1187.130, -1187.130, -1187.192
17940, 14857.750, 14857.750, 14857.758
17941,  5944.858,  5944.858,  5944.783
17942, -4997.414, -4997.414, -4997.413
17943,  4165.451,  4165.451,  4165.422
17944,  -360.316,  -360.316,  -360.344
17945, -2905.542, -2905.542, -2905.566
17946,    45.946,    45.946,    46.042
17947, -6684.402, -6684.402, -6684.378
17948, -2857.805, -2857.805, -2857.715
17949,-14116.360,-14116.360,-14116.346
17950, -2900.352, -2900.352, -2900.382
17951, -7544.625, -7544.625, -7544.625
17952,-16736.822,-16736.822,-16736.820
17953, -8653.736, -8653.736, -8653.753
17954, -7025.000, -7025.000, -7024.919
17955,-20697.084,-20697.084,-20697.088
17956,-13666.420,-13666.420,-13666.486
17957, -2457.030, -2457.030, -2457.058
17958, -7990.699, -7990.699, -7990.647
17959,-15064.051,-15064.051,-15064.102
17960,-15309.500,-15309.500,-15309.492
17961,-33516.613,-33516.613,-33516.664
17962,-26530.590,-26530.590,-26530.635
17963,-10224.231,-10224.231,-10224.221
17964,-31469.752,-31469.752,-31469.662
17965,-24999.668,-24999.668,-24999.648
17966,-21027.814,-21027.814,-21027.928
17967,-28507.068,-28507.068,-28507.010
17968,-22463.508,-22463.508,-22463.492
17969,-29354.879,-29354.879,-29354.980
17970,-36838.242,-36838.242,-36838.258
17971,-31685.729,-31685.729,-31685.715
17972,-29760.479,-29760.479,-29760.572
17973,-27279.582,-27279.582,-27279.529
17974,-38455.453,-38455.453,-38455.469
17975,-33711.793,-33711.793,-33711.918
17976,-27425.711,-27425.711,-27425.719
17977,-29555.164,-29555.164,-29555.176
17978,-40759.934,-40759.934,-40759.938
17979,-20931.740,-20931.740,-20931.758
17980,-31827.547,-31827.547,-31827.500
17981,-27821.914,-27821.914,-27821.881
17982,-32226.871,-32226.871,-32226.873
17983,-37568.871,-37568.871,-37568.855
17984,-35899.703,-35899.703,-35899.781
17985,-26637.996,-26637.996,-26637.996
17986,-43206.336,-43206.336,-43206.328
17987,-32983.629,-32983.629,-32983.625
17988,-42937.039,-42937.039,-42936.977
17989,-47110.672,-47110.672,-47110.602
17990,-48057.246,-48057.246,-48057.262
17991,-32728.299,-32728.299,-32728.314
17992,-43947.555,-43947.555,-43947.742
17993,-38723.211,-38723.211,-38723.215
17994,-41438.082,-41438.082,-41438.363
17995,-42126.348,-42126.348,-42126.262
17996,-47226.992,-47226.992,-47226.934
17997,-37438.219,-37438.219,-37438.379
17998,-36008.043,-36008.043,-36008.035
17999,-37897.215,-37897.215,-37897.180
18000,-42684.566,-42684.566,-42684.809
18001,-36931.348,-36931.348,-36931.371
18002,-44532.633,-44532.633,-44532.547
18003,-30744.961,-30744.961,-30744.959
18004,-43469.969,-43469.969,-43469.836
18005,-41405.871,-41405.871,-41405.852
18006,-35384.289,-35384.289,-35384.254
18007,-43638.098,-43638.098,-43638.051
18008,-44970.961,-44970.961,-44970.879
18009,-53589.977,-53589.977,-53590.055
18010,-33703.816,-33703.816,-33703.852
18011,-34732.863,-34732.863,-34732.883
18012,-34972.883,-34972.883,-34972.617
18013,-38336.656,-38336.656,-38336.820
18014,-40828.691,-40828.691,-40828.555
18015,-34002.555,-34002.555,-34002.492
18016,-35386.805,-35386.805,-35386.766
18017,-40026.234,-40026.234,-40026.207
18018,-34923.691,-34923.691,-34923.652
18019,-32750.094,-32750.094,-32750.330
18020,-31850.785,-31850.785,-31850.758
18021,-40200.047,-40200.047,-40200.180
18022,-33677.500,-33677.500,-33677.426
18023,-33492.430,-33492.430,-33492.430
18024,-30431.477,-30431.477,-30431.562
18025,-29453.828,-29453.828,-29453.830
18026,-16001.160,-16001.160,-16001.127
18027,-31950.133,-31950.133,-31950.254
18028,-30899.080,-30899.080,-30899.148
18029,-27490.055,-27490.055,-27490.002
18030,-28885.912,-28885.912,-28886.059
18031,-21902.418,-21902.418,-21902.344
18032,-18656.480,-18656.480,-18656.301
18033,-41231.129,-41231.129,-41231.219
18034,-20985.973,-20985.973,-20985.977
18035,-13195.348,-13195.348,-13195.312
18036,-26674.355,-26674.355,-26674.480
18037,-14709.401,-14709.401,-14709.438
18038,-28467.455,-28467.455,-28467.566
18039,-17299.604,-17299.604,-17299.471
18040,-13929.301,-13929.301,-13929.255
18041,-14424.083,-14424.083,-14424.107
18042,-16637.871,-16637.871,-16637.938
18043,-18607.707,-18607.707,-18607.682
18044,-22507.084,-22507.084,-22507.117
18045, -8453.435, -8453.435, -8453.388
18046, -6047.990, -6047.990, -6048.062
18047,-11863.597,-11863.597,-11863.721
18048,-11312.745,-11312.745,-11312.749
18049,  -307.803,  -307.803,  -307.855
18050,-12793.050,-12793.050,-12793.006
18051, -5168.976, -5168.976, -5169.030
18052, -4337.485, -4337.485, -4337.479
18053, -6754.771, -6754.771, -6754.766
18054,  8617.353,  8617.353,  8617.369
18055,  3746.885,  3746.885,  3746.905
18056,  7844.430,  7844.430,  7844.491
18057,  3309.821,  3309.821,  3309.827
18058,   230.841,   230.841,   230.849
18059,  3909.878,  3909.878,  3909.884
18060,  6220.096,  6220.096,  6220.176
18061,  2906.921,  2906.921,  2906.957
18062,  7892.736,  7892.736,  7892.747
18063,  1930.864,  1930.864,  1930.938
18064,  7107.346,  7107.346,  7107.355
18065,  8625.100,  8625.100,  8625.010
18066, 19586.275, 19586.275, 19586.250
18067,  2012.331,  2012.331,  2012.405
18068, 20354.854, 20354.854, 20354.820
18069, 22891.287, 22891.287, 22891.262
18070, 13337.298, 13337.298, 13337.291
18071, 19961.717, 19961.717, 19961.730
18072, 28839.057, 28839.057, 28838.961
18073, 16505.510, 16505.510, 16505.494
18074, 32498.172, 32498.172, 32498.279
18075, 25272.355, 25272.355, 25272.293
18076, 35682.242, 35682.242, 35682.289
18077, 20985.984, 20985.984, 20986.025
18078, 18738.859, 18738.859, 18738.799
18079, 25737.852, 25737.852, 25737.795
18080, 32349.189, 32349.189, 32349.172
18081, 36934.227, 36934.227, 36934.184
18082, 29329.729, 29329.729, 29329.752
18083, 32259.197, 32259.197, 32259.180
18084, 32684.914, 32684.914, 32684.875
18085, 19757.723, 19757.723, 19757.715
18086, 43044.547, 43044.547, 43044.707
18087, 29153.248, 29153.248, 29153.330
18088, 36022.766, 36022.766, 36022.777
18089, 38761.285, 38761.285, 38761.195
18090, 32388.514, 32388.514, 32388.582
18091, 42729.773, 42729.773, 42729.754
18092, 42272.453, 42272.453, 42272.324
18093, 35429.430, 35429.430, 35429.477
18094, 40240.465, 40240.465, 40240.461
18095, 46522.078, 46522.078, 46522.070
18096, 33992.109, 33992.109, 33992.055
18097, 46386.051, 46386.051, 46386.055
18098, 36715.934, 36715.934, 36715.867
18099, 43087.914, 43087.914, 43087.918
18100, 37419.453, 37419.453, 37419.297
18101, 41392.168, 41392.168, 41391.938
18102, 40342.254, 40342.254, 40342.141
18103, 46084.070, 46084.070, 46084.180
18104, 44075.832, 44075.832, 44075.777
18105, 43722.230, 43722.230, 43722.320
18106, 46913.719, 46913.719, 46913.559
18107, 34866.664, 34866.664, 34866.797
18108, 39759.531, 39759.531, 39759.387
18109, 39662.789, 39662.789, 39662.758
18110, 36592.258, 36592.258, 36592.176
18111, 46113.898, 46113.898, 46113.969
18112, 34044.770, 34044.770, 34044.973
18113, 38157.707, 38157.707, 38157.910
18114, 35747.629, 35747.629, 35747.633
18115, 31609.289, 31609.289, 31609.520
18116, 39016.348, 39016.348, 39016.312
18117, 36782.227, 36782.227, 36782.156
18118, 41481.617, 41481.617, 41481.707
18119, 49510.477, 49510.477, 49510.527
18120, 38009.922, 38009.922, 38010.055
18121, 31448.576, 31448.576, 31448.732
18122, 23463.830, 23463.830, 23463.699
18123, 53030.551, 53030.551, 53030.500
18124, 42393.855, 42393.855, 42393.996
18125, 37168.398, 37168.398, 37168.324
18126, 35686.684, 35686.684, 35686.656
18127, 29890.602, 29890.602, 29890.793
18128, 30629.209, 30629.209, 30629.086
18129, 32813.918, 32813.918, 32813.969
18130, 23127.658, 23127.658, 23127.883
18131, 34507.215, 34507.215, 34507.289
18132, 27400.582, 27400.582, 27400.627
18133, 32566.689, 32566.689, 32566.660
18134, 26656.631, 26656.631, 26656.605
18135, 34574.637, 34574.637, 34574.625
18136, 25798.426, 25798.426, 25798.488
18137, 27627.021, 27627.021, 27626.934
18138, 11966.341, 11966.341, 11966.343
18139, 22354.459, 22354.459, 22354.533
18140, 21497.676, 21497.676, 21497.906
18141, 22895.668, 22895.668, 22895.656
18142, 31593.125, 31593.125, 31592.982
18143, 16679.062, 16679.062, 16678.922
18144,  7190.300,  7190.300,  7190.331
18145, 18172.949, 18172.949, 18172.852
18146, 25437.604, 25437.604, 25437.617
18147, 11806.207, 11806.207, 11806.201
18148, 26582.303, 26582.303, 26582.477
18149, 14581.762, 14581.762, 14581.586
18150,  2264.431,  2264.431,  2264.394
18151,  9423.973,  9423.973,  9424.024
18152,  6067.712,  6067.712,  6067.664
18153,  7966.250,  7966.250,  7966.419
18154, 13313.566, 13313.566, 13313.642
18155,  8330.803,  8330.803,  8330.770
18156, -5973.300, -5973.300, -5973.345
18157, -5573.954, -5573.954, -5573.987
18158,  9072.915,  9072.915,  9072.859
18159,   946.295,   946.295,   946.281
18160,  2141.801,  2141.801,  2141.750
18161, -2927.830, -2927.830, -2927.796
18162, -9837.944, -9837.944, -9837.899
18163, -3748.710, -3748.710, -3748.658
18164, -7442.154, -7442.154, -7442.138
18165, -1881.323, -1881.323, -1881.292
18166, -6860.793, -6860.793, -6860.724
18167, -5676.961, -5676.961, -5676.991
18168,-20793.010,-20793.010,-20793.004
18169, -2018.653, -2018.653, -2018.661
18170,-13482.654,-13482.654,-13482.708
18171,  2687.806,  2687.806,  2687.781
18172, -7734.426, -7734.426, -7734.354
18173,-15400.002,-15400.002,-15399.985
18174,-20745.445,-20745.445,-20745.477
18175,-16849.664,-16849.664,-16849.629
18176,-15482.904,-15482.904,-15482.906
18177,-11909.907,-11909.907,-11909.903
18178, -8248.054, -8248.054, -8248.021
18179,-18383.252,-18383.252,-18383.230
18180,-20591.184,-20591.184,-20591.150
18181,-30891.232,-30891.232,-30891.135
18182,-19082.629,-19082.629,-19082.549
18183,-23556.334,-23556.334,-23556.328
18184,-13684.204,-13684.204,-13684.271
18185,-28020.369,-28020.369,-28020.387
18186,-36132.996,-36132.996,-36133.016
18187,-33855.750,-33855.750,-33855.801
18188,-33935.676,-33935.676,-33935.703
18189,-26708.258,-26708.258,-26708.137
18190,-22710.629,-22710.629,-22710.508
18191,-41463.637,-41463.637,-41463.715
18192,-38692.973,-38692.973,-38693.156
18193,-34778.953,-34778.953,-34778.840
18194,-31201.066,-31201.066,-31201.059
18195,-28103.592,-28103.592,-28103.625
18196,-33759.152,-33759.152,-33759.199
18197,-34051.777,-34051.777,-34051.828
18198,-27483.479,-27483.479,-27483.586
18199,-56637.738,-56637.738,-56637.598
18200,-48801.992,-48801.992,-48801.957
18201,-33105.215,-33105.215,-33105.043
18202,-42363.984,-42363.984,-42364.016
18203,-38254.352,-38254.352,-38254.465
18204,-38560.910,-38560.910,-38561.082
18205,-46037.984,-46037.984,-46038.195
18206,-46638.504,-46638.504,-46638.348
18207,-36863.582,-36863.582,-36863.754
18208,-34056.984,-34056.984,-34056.938
18209,-40259.797,-40259.797,-40259.773
18210,-38985.344,-38985.344,-38985.277
18211,-48360.504,-48360.504,-48360.488
18212,-41261.461,-41261.461,-41261.273
18213,-48281.500,-48281.500,-48281.750
18214,-33277.062,-33277.062,-33277.121
18215,-50336.832,-50336.832,-50336.906
18216,-39801.289,-39801.289,-39801.266
18217,-43906.004,-43906.004,-43906.129
18218,-39927.391,-39927.391,-39927.391
18219,-41519.238,-41519.238,-41519.219
18220,-46999.086,-46999.086,-46999.039
18221,-33090.215,-33090.215,-33090.340
18222,-38943.961,-38943.961,-38943.828
18223,-24009.275,-24009.275,-24009.350
18224,-41139.109,-41139.109,-41139.082
18225,-36046.176,-36046.176,-36046.055
18226,-42562.445,-42562.445,-42562.484
18227,-36275.789,-36275.789,-36275.926
18228,-36424.160,-36424.160,-36424.055
18229,-44246.254,-44246.254,-44246.316
18230,-33900.258,-33900.258,-33900.199
18231,-32082.594,-32082.594,-32082.738
18232,-44056.008,-44056.008,-44056.156
18233,-42941.609,-42941.609,-42941.754
18234,-40517.180,-40517.180,-40517.242
18235,-38894.133,-38894.133,-38894.203
18236,-37638.383,-37638.383,-37638.270
18237,-33007.359,-33007.359,-33007.414
18238,-30155.086,-30155.086,-30155.145
18239,-20608.273,-20608.273,-20608.121
18240,-28684.352,-28684.352,-28684.352
18241,-28646.404,-28646.404,-28646.402
18242,-24232.457,-24232.457,-24232.412
18243,-33041.430,-33041.430,-33041.289
18244,-26566.541,-26566.541,-26566.383
18245,-16374.703,-16374.703,-16374.694
18246,-11536.484,-11536.484,-11536.618
18247,-30259.037,-30259.037,-30259.180
18248,-16878.688,-16878.688,-16878.705
18249,-30852.732,-30852.732,-30852.752
18250,-22176.385,-22176.385,-22176.264
18251,-11979.762,-11979.762,-11979.809
18252,-12063.931,-12063.931,-12063.891
18253,-11447.912,-11447.912,-11448.039
18254,-18817.902,-18817.902,-18817.797
18255,-15418.867,-15418.867,-15418.847
18256,-23944.686,-23944.686,-23944.654
18257,-19900.232,-19900.232,-19900.125
18258,-22699.439,-22699.439,-22699.434
18259,-18009.271,-18009.271,-18009.342
18260,-12251.133,-12251.133,-12251.199
18261,-21316.492,-21316.492,-21316.254
18262, -6672.816, -6672.816, -6672.807
18263, -2755.950, -2755.950, -2755.866
18264,-12432.701,-12432.701,-12432.721
18265, -8700.046, -8700.046, -8699.938
18266, -2158.481, -2158.481, -2158.497
18267, -9626.315, -9626.315, -9626.243
18268, -4723.091, -4723.091, -4723.102
18269,  2824.615,  2824.615,  2824.764
18270,  1532.363,  1532.363,  1532.329
18271, -2279.282, -2279.282, -2279.202
18272,  4644.331,  4644.331,  4644.367
18273,  7669.830,  7669.830,  7669.879
18274, 10063.384, 10063.384, 10063.383
18275, 11513.565, 11513.565, 11513.625
18276, 16872.791, 16872.791, 16872.793
18277,  7199.423,  7199.423,  7199.426
18278, 13352.681, 13352.681, 13352.752
18279,  6737.011,  6737.011,  6736.995
18280,  5922.677,  5922.677,  5922.635
18281, 12600.639, 12600.639, 12600.616
18282,  9524.086,  9524.086,  9524.109
18283, 17473.658, 17473.658, 17473.656
18284, 21658.066, 21658.066, 21658.020
18285, 17775.945, 17775.945, 17775.941
18286, 16106.573, 16106.573, 16106.623
18287, 14192.453, 14192.453, 14192.375
18288,  9468.852,  9468.852,  9468.844
18289, 23384.539, 23384.539, 23384.512
18290, 32665.438, 32665.438, 32665.484
18291, 19119.020, 19119.020, 19119.029
18292, 26353.975, 26353.975, 26353.943
18293, 15741.290, 15741.290, 15741.317
18294, 32043.002, 32043.002, 32042.961
18295, 30363.752, 30363.752, 30363.740
18296, 23679.680, 23679.680, 23679.625
18297, 30221.912, 30221.912, 30221.855
18298, 20724.229, 20724.229, 20724.227
18299, 36143.570, 36143.570, 36143.477
18300, 30808.039, 30808.039, 30808.000
18301, 28405.381, 28405.381, 28405.387
18302, 36887.672, 36887.672, 36887.684
18303, 31027.393, 31027.393, 31027.371
18304, 39269.820, 39269.820, 39269.992
18305, 27288.191, 27288.191, 27288.203
18306, 34052.086, 34052.086, 34052.055
18307, 28907.453, 28907.453, 28907.443
18308, 39011.816, 39011.816, 39011.867
18309, 26021.141, 26021.141, 26021.127
18310, 39305.188, 39305.188, 39305.219
18311, 40366.824, 40366.824, 40366.867
18312, 37638.949, 37638.949, 37639.023
18313, 49641.883, 49641.883, 49642.203
18314, 33167.828, 33167.828, 33167.902
18315, 35482.473, 35482.473, 35482.312
18316, 36322.266, 36322.266, 36322.305
18317, 29550.631, 29550.631, 29550.688
18318, 50421.562, 50421.562, 50421.574
18319, 27154.512, 27154.512, 27154.516
18320, 37527.117, 37527.117, 37527.113
18321, 37173.203, 37173.203, 37173.348
18322, 38757.141, 38757.141, 38757.164
18323, 37149.949, 37149.949, 37149.969
18324, 43961.469, 43961.469, 43961.410
18325, 36057.309, 36057.309, 36057.406
18326, 37559.074, 37559.074, 37559.086
18327, 43334.551, 43334.551, 43334.578
18328, 37905.148, 37905.148, 37905.320
18329, 47302.664, 47302.664, 47302.516
18330, 41141.793, 41141.793, 41141.777
18331, 49426.059, 49426.059, 49426.383
18332, 37829.891, 37829.891, 37830.000
18333, 36882.727, 36882.727, 36882.992
18334, 47701.613, 47701.613, 47701.516
18335, 42263.336, 42263.336, 42263.438
18336, 39951.320, 39951.320, 39951.297
18337, 37995.953, 37995.953, 37996.051
18338, 38053.086, 38053.086, 38053.027
18339, 28864.379, 28864.379, 28864.484
18340, 38239.172, 38239.172, 38239.281
18341, 42712.066, 42712.066, 42711.941
18342, 31201.684, 31201.684, 31201.723
18343, 36332.062, 36332.062, 36332.348
18344, 29237.807, 29237.807, 29237.852
18345, 32649.066, 32649.066, 32649.123
18346, 38882.789, 38882.789, 38882.859
18347, 29274.889, 29274.889, 29274.951
18348, 34322.160, 34322.160, 34322.156
18349, 27427.100, 27427.100, 27427.068
18350, 35592.773, 35592.773, 35592.746
18351, 22766.744, 22766.744, 22766.729
18352, 31915.010, 31915.010, 31914.902
18353, 19504.666, 19504.666, 19504.523
18354, 22181.602, 22181.602, 22181.525
18355, 18162.986, 18162.986, 18162.973
18356, 23418.158, 23418.158, 23418.297
18357, 12547.774, 12547.774, 12547.773
18358, 26713.107, 26713.107, 26713.141
18359, 33601.438, 33601.438, 33601.309
18360, 13812.016, 13812.016, 13812.021
18361, 23165.025, 23165.025, 23164.980
18362, 11926.602, 11926.602, 11926.678
18363, 23132.693, 23132.693, 23132.781
18364, 20268.275, 20268.275, 20268.195
18365, 18849.693, 18849.693, 18849.770
18366, 18743.387, 18743.387, 18743.414
18367, -1295.804, -1295.804, -1295.825
18368, 12301.901, 12301.901, 12301.874
18369, -2247.359, -2247.359, -2247.284
18370, 12591.647, 12591.647, 12591.564
18371,  8233.643,  8233.643,  8233.501
18372,  2845.098,  2845.098,  2844.962
18373, 17996.613, 17996.613, 17996.580
18374,  7113.391,  7113.391,  7113.529
18375,  1176.382,  1176.382,  1176.526
18376,   145.441,   145.441,   145.439
18377,  2145.081,  2145.081,  2145.044
18378,   644.109,   644.109,   644.042
18379, -7647.215, -7647.215, -7647.292
18380, -7208.242, -7208.242, -7208.308
18381, -4098.737, -4098.737, -4098.767
18382, -3081.507, -3081.507, -3081.510
18383,-20801.549,-20801.549,-20801.566
18384, -7023.507, -7023.507, -7023.402
18385,-17187.525,-17187.525,-17187.391
18386,-10999.744,-10999.744,-10999.761
18387, -5786.799, -5786.799, -5786.793
18388,-17624.787,-17624.787,-17624.707
18389, -5613.548, -5613.548, -5613.490
18390,-16864.646,-16864.646,-16864.604
18391,-11781.916,-11781.916,-11781.987
18392,-11590.470,-11590.470,-11590.505
18393,-11452.554,-11452.554,-11452.598
18394,-14421.900,-14421.900,-14421.895
18395,-28536.279,-28536.279,-28536.312
18396,-17192.207,-17192.207,-17192.133
18397,-35183.070,-35183.070,-35183.062
18398,-16111.135,-16111.135,-16111.122
18399,-16243.155,-16243.155,-16243.185
18400,-20970.131,-20970.131,-20970.129
18401,-22342.746,-22342.746,-22342.805
18402,-30569.545,-30569.545,-30569.486
18403,-24567.971,-24567.971,-24567.902
18404,-31879.994,-31879.994,-31879.902
18405,-25191.729,-25191.729,-25191.736
18406,-28643.826,-28643.826,-28643.918
18407,-34473.023,-34473.023,-34472.938
18408,-42489.781,-42489.781,-42489.539
18409,-32630.273,-32630.273,-32630.234
18410,-38584.824,-38584.824,-38584.812
18411,-40278.266,-40278.266,-40278.379
18412,-36470.344,-36470.344,-36470.270
18413,-33001.277,-33001.277,-33001.332
18414,-36998.414,-36998.414,-36998.344
18415,-45495.824,-45495.824,-45495.699
18416,-40637.633,-40637.633,-40637.621
18417,-40632.488,-40632.488,-40632.641
18418,-36180.918,-36180.918,-36180.922
18419,-32033.885,-32033.885,-32033.801
18420,-39820.570,-39820.570,-39820.664
18421,-42090.855,-42090.855,-42091.008
18422,-39639.957,-39639.957,-39640.031
